model_name,num_layers,num_parameters,non_monotone_layers,worst_degradation_pct,other_metrics_violated
schrodinger-2-40-40-40-40-40-40-40-2-tanh,7,"10,042",2,38.5%,"bc_value_l2, bc_value_linf"
