model_name,num_layers,num_parameters,non_monotone_layers,worst_degradation_pct,other_metrics_violated
schrodinger-2-140-140-140-2-tanh,3,"40,182",2,49.0%,"bc_value_l2, bc_value_linf, ic_l2, residual_l2, residual_lin..."
