experiment,final_train_loss,final_eval_loss,final_train_rel_l2,final_train_inf_norm,final_eval_rel_l2,final_eval_inf_norm,ncc_final_accuracy,margin_snr,probe_final_train_rel_l2,probe_final_eval_rel_l2,deriv_final_train_residual,deriv_final_eval_residual
5_layers,0.10459379269741476,0.046855298802256584,0.8770454198122024,4.288543808460235,1.4944135944048564,3.0234316761295,0.5254963898916968,0.021074835499247442,1.617679238319397,1.6994655132293701,9.375116348266602,10.963333129882812
3_layers,0.09174120584502816,0.0399578670039773,0.8835408002138138,4.3414503037929535,1.2288227279980977,3.0467810357610383,0.3892148014440433,-0.22823113990351337,2.333514451980591,2.425542116165161,23.213882446289062,27.99553871154785
7_layers,0.117661043535918,0.05222094990313053,0.8665971055626869,4.248290717601776,1.6660988926887512,3.023421823978424,0.6193592057761733,0.08803181124516579,0.5376256704330444,0.5331527590751648,1.9933968782424927,2.1304779052734375
