experiment,final_train_loss,final_eval_loss,final_eval_rel_l2,final_eval_inf_norm
AToE,3.104252326571461,2.632634235827644,0.8924211855380856,2.362682638310052
AToE_215942,3.459054038316597,2.4976195608491816,0.9034033680733953,2.37215874083146
AToE_225117,5.123382495280369,2.697459743674713,0.9038953403484432,2.3142929073619305
AToE_234232,16.598472228348726,14.470831415159475,0.9003776624256387,2.3137501740889923
AToE_003411,64.57094701493901,56.604679330368754,0.9062990438201608,2.34629437825884
AToE_012629,16.410102712317418,15.48338975920326,0.8997550582862207,2.3131466252344035
