model_name,num_layers,num_parameters,non_monotone_layers,worst_degradation_pct,other_metrics_violated
schrodinger-2-140-140-140-2-tanh,3,"40,182",2,69.7%,"bc_value_l2, bc_value_linf, ic_linf, residual_l2, residual_l..."
