experiment,final_train_loss,final_eval_loss,final_eval_rel_l2,final_eval_inf_norm
AToE,,17.48632526397705,0.9835367202758789,3.3544620275497437
AToE_120341,,5.867251873016357,0.9775851666927338,3.31476092338562
AToE_151037,,27.669063568115234,0.9848896563053131,3.3344271183013916
AToE_162150,,6.733021974563599,0.9769348204135895,3.325609564781189
AToE_181807,,22.10863971710205,0.9703864753246307,3.129615306854248
AToE_212518,4.571905930836995,2.713316887617111,0.9749824404716492,2.9741238355636597
AToE_005758,6.353657643000285,4.221048355102539,0.9808788895606995,2.9714020490646362
AToE_044826,,49.4068660736084,0.9787123203277588,3.21617591381073
