experiment,final_train_loss,final_eval_loss,final_train_rel_l2,final_train_inf_norm,final_eval_rel_l2,final_eval_inf_norm,ncc_final_accuracy,margin_snr,probe_final_train_rel_l2,probe_final_eval_rel_l2,deriv_final_train_residual,deriv_final_eval_residual
5_layers,2.097173455695156e-05,0.00030942700323066674,0.019072573399171233,0.09052471555769444,0.0333569540331761,0.059586466600497566,0.5931859205776173,0.23332778217667605,0.0016099084168672562,0.0016265413723886013,0.0202614925801754,0.019462602213025093
3_layers,2.5838813598966226e-05,0.0002986587654352964,0.0430760458111763,0.2057686395943165,0.052849614371856056,0.13269270832339922,0.5225631768953068,-0.10691189714845781,0.0015431659994646907,0.0015169198159128428,0.02765990048646927,0.03009750507771969
7_layers,1.71532101376215e-05,0.000260772053176576,0.012277512950822711,0.05697934329509735,0.04105497617274523,0.038014000902573265,0.6897563176895307,0.5141229229099872,0.001813083654269576,0.0018492143135517836,0.015418863855302334,0.015726735815405846
